PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Sabree, Zakee L.; Hansen, Allison K.; Moran, Nancy A.								Independent Studies Using Deep Sequencing Resolve the Same Set of Core Bacterial Species Dominating Gut Communities of Honey Bees								PLOS ONE				7	7					e41250	10.1371/journal.pone.0041250			JUL 19 2012	2012										47							WOS:000306956300071		
J	Ciarlo, Timothy J.; Mullin, Christopher A.; Frazier, James L.; Schmehl, Daniel R.								Learning Impairment in Honey Bees Caused by Agricultural Spray Adjuvants								PLOS ONE				7	7					e40848	10.1371/journal.pone.0040848			JUL 16 2012	2012										39							WOS:000306466100081		
J	Huang, Chung-Yang; Chi, Li-Ling; Huang, Wei-Jan; Chen, Yue-Wen; Chen, Wei-Jung; Kuo, Yu-Cheng; Yuan, Cheng Mike; Chen, Chia-Nan								Growth Stimulating Effect on Queen Bee Larvae of Histone Deacetylase Inhibitors								JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY				60	24			6139	6149		10.1021/jf300815b			JUN 20 2012	2012										15							WOS:000305359400009		
J	Martin, Stephen J.; Highfield, Andrea C.; Brettell, Laura; Villalobos, Ethel M.; Budge, Giles E.; Powell, Michelle; Nikaido, Scott; Schroeder, Declan C.								Global Honey Bee Viral Landscape Altered by a Parasitic Mite								SCIENCE				336	6086			1304	1306		10.1126/science.1220941			JUN 8 2012	2012										214							WOS:000304905300046		
J	Lu, Chensheng; Warchol, Kenneth M.; Callahan, Richard A.								In situ replication of honey bee colony collapse disorder								BULLETIN OF INSECTOLOGY				65	1			99	106					JUN 2012	2012										40							WOS:000304223700015		
J	Teeters, Bethany S.; Johnson, Reed M.; Ellis, Marion D.; Siegfried, Blair D.								Using video-tracking to assess sublethal effects of pesticides on honey bees (Apis mellifera L.)								ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY				31	6			1349	1354		10.1002/etc.1830			JUN 2012	2012										24							WOS:000304150700022		
J	Cresswell, James E.; Desneux, Nicolas; vanEngelsdorp, Dennis								Dietary traces of neonicotinoid pesticides as a cause of population declines in honey bees: an evaluation by Hill's epidemiological criteria								PEST MANAGEMENT SCIENCE				68	6			819	827		10.1002/ps.3290			JUN 2012	2012										59							WOS:000303918800001		
J	Dussaubat, Claudia; Brunet, Jean-Luc; Higes, Mariano; Colbourne, John K.; Lopez, Jacqueline; Choi, Jeong-Hyeon; Martin-Hernandez, Raquel; Botias, Cristina; Cousin, Marianne; McDonnell, Cynthia; Bonnet, Marc; Belzunces, Luc P.; Moritz, Robin F. A.; Le Conte, Yves; Alaux, Cedric								Gut Pathology and Responses to the Microsporidium Nosema ceranae in the Honey Bee Apis mellifera								PLOS ONE				7	5					e37017	10.1371/journal.pone.0037017			MAY 18 2012	2012										92							WOS:000305343500049		
J	Boncristiani, Humberto; Underwood, Robyn; Schwarz, Ryan; Evans, Jay D.; Pettis, Jeffery; vanEngelsdorp, Dennis								Direct effect of acaricides on pathogen loads and gene expression levels in honey bees Apis mellifera								JOURNAL OF INSECT PHYSIOLOGY				58	5			613	620		10.1016/j.jinsphys.2011.12.011			MAY 2012	2012										101							WOS:000303619500003		
J	Jara, Laura; Cepero, Almudena; Garrido-Bailon, Encarna; Martin-Hernandez, Raquel; Higes, Mariano; De la Rua, Pilar								Linking evolutionary lineage with parasite and pathogen prevalence in the Iberian honey bee								JOURNAL OF INVERTEBRATE PATHOLOGY				110	1			8	13		10.1016/j.jip.2012.01.007			MAY 2012	2012										6							WOS:000303639100002		
J	Dulin, Fabienne; Halm-Lemeille, Marie-Pierre; Lozano, Sylvain; Lepailleur, Alban; Santos, Jana Sopkova-de Oliveira; Rault, Sylvain; Bureau, Ronan								Interpretation of honeybees contact toxicity associated to acetylcholinesterase inhibitors								ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY				79				13	21		10.1016/j.ecoenv.2012.01.007			MAY 1 2012	2012										12							WOS:000302107000002		
J	Moran, Nancy A.; Hansen, Allison K.; Powell, J. Elijah; Sabree, Zakee L.								Distinctive Gut Microbiota of Honey Bees Assessed Using Deep Sampling from Individual Worker Bees								PLOS ONE				7	4					e36393	10.1371/journal.pone.0036393			APR 27 2012	2012										125							WOS:000305336000204		
J	Erler, Silvio; Lommatzsch, Stefanie; Lattorff, H. Michael G.								Comparative analysis of detection limits and specificity of molecular diagnostic markers for three pathogens (Microsporidia, Nosema spp.) in the key pollinators Apis mellifera and Bombus terrestris								PARASITOLOGY RESEARCH				110	4			1403	1410		10.1007/s00436-011-2640-9			APR 2012	2012										14							WOS:000302814500011		
J	McFrederick, Quinn S.; Wcislo, William T.; Taylor, Douglas R.; Ishak, Heather D.; Dowd, Scot E.; Mueller, Ulrich G.								Environment or kin: whence do bees obtain acidophilic bacteria?								MOLECULAR ECOLOGY				21	7			1754	1768		10.1111/j.1365-294X.2012.05496.x			APR 2012	2012										57							WOS:000301933600016		
J	Aufauvre, Julie; Biron, David G.; Vidau, Cyril; Fontbonne, Regis; Roudel, Mathieu; Diogon, Marie; Vigues, Bernard; Belzunces, Luc P.; Delbac, Frederic; Blot, Nicolas								Parasite-insecticide interactions: a case study of Nosema ceranae and fipronil synergy on honeybee								SCIENTIFIC REPORTS				2						326	10.1038/srep00326			MAR 22 2012	2012										81							WOS:000301957000001		
J	Vasquez, Alejandra; Forsgren, Eva; Fries, Ingemar; Paxton, Robert J.; Flaberg, Emilie; Szekely, Laszlo; Olofsson, Tobias C.								Symbionts as Major Modulators of Insect Health: Lactic Acid Bacteria and Honeybees								PLOS ONE				7	3					e33188	10.1371/journal.pone.0033188			MAR 12 2012	2012										143							WOS:000302381500108		
J	Dainat, Benjamin; vanEngelsdorp, Dennis; Neumann, Peter								Colony collapse disorder in Europe								ENVIRONMENTAL MICROBIOLOGY REPORTS				4	1			123	125		10.1111/j.1758-2229.2011.00312.x			FEB 2012	2012										31							WOS:000303241400016		
J	Pettis, Jeffery S.; vanEngelsdorp, Dennis; Johnson, Josephine; Dively, Galen								Pesticide exposure in honey bees results in increased levels of the gut pathogen Nosema								NATURWISSENSCHAFTEN				99	2			153	158		10.1007/s00114-011-0881-1			FEB 2012	2012										193							WOS:000300682000008		
J	Evison, Sophie E. F.; Roberts, Katherine E.; Laurenson, Lynn; Pietravalle, Stephane; Hui, Jeffrey; Biesmeijer, Jacobus C.; Smith, Judith E.; Budge, Giles; Hughes, William O. H.								Pervasiveness of Parasites in Pollinators								PLOS ONE				7	1					e30641	10.1371/journal.pone.0030641			JAN 26 2012	2012										63							WOS:000301703800022		
J	Core, Andrew; Runckel, Charles; Ivers, Jonathan; Quock, Christopher; Siapno, Travis; DeNault, Seraphina; Brown, Brian; DeRisi, Joseph; Smith, Christopher D.; Hafernik, John								A New Threat to Honey Bees, the Parasitic Phorid Fly Apocephalus borealis								PLOS ONE				7	1					e29639	10.1371/journal.pone.0029639			JAN 3 2012	2012										41							WOS:000301123400079		
J	James, Rosalind R.; Li, Zengzhi								From Silkworms to Bees: Diseases of Beneficial Insects								INSECT PATHOLOGY, 2ND EDITION								425	459		10.1016/B978-0-12-384984-7.00012-9			2012	2012										5							WOS:000321197500014		
J	Wang, Huei			IEEE					Recent Development of Microwave Systems and Applications at National Taiwan University								Asia Pacific Microwave Conference-Proceedings								762	763					2012	2012						Asia-Pacific Microwave Conference (APMC)	DEC 04-07, 2012		Kaohsiung, TAIWAN	0							WOS:000319213700250		
J	Guzman-Novoa, Ernesto; Hamiduzzaman, Mollah M.; Espinosa-Montano, Laura G.; Correa-Benitez, Adriana; Anguiano-Baez, Ricardo; Ponce-Vazquez, Roberto								First detection of four viruses in honey bee (Apis mellifera) workers with and without deformed wings and Varroa destructor in Mexico								JOURNAL OF APICULTURAL RESEARCH				51	4			342	346		10.3896/IBRA.1.51.4.08			2012	2012										6							WOS:000309580100008		
J	Werner, Inge; Hitzfeld, Bettina								50 Years of Ecotoxicology since Silent Spring - A Review								GAIA-ECOLOGICAL PERSPECTIVES FOR SCIENCE AND SOCIETY				21	3			217	224		10.14512/gaia.21.3.13			2012	2012										5							WOS:000309786100012		
J	Vodovar, Nicolas; Saleh, Maria-Carla								Of Insects and Viruses: The Role of Small RNAs in Insect Defence								Advances in Insect Physiology				42				1	+		10.1016/B978-0-12-387680-5.00001-X			2012	2012										20							WOS:000308192500002		
J	Teixeira, Erica W.; Chen, Yan-Ping; Message, Dejair; Boncristiani, Humberto F.; Pettis, Jeff S.; Evans, Jay D.								Israeli acute paralysis virus in Africanized honey bees in southeastern Brazilian Apiaries								JOURNAL OF APICULTURAL RESEARCH				51	3			282	284		10.3896/IBRA.1.51.3.11			2012	2012										4							WOS:000306070300011		
J	Rodriguez, Marta; Vargas, Marisol; Gerding, Marcos; Navarro, Hugo; Antunez, Karina								Viral infection and Nosema ceranae in honey bees (Apis mellifera) in Chile								JOURNAL OF APICULTURAL RESEARCH				51	3			285	287		10.3896/IBRA.1.51.3.12			2012	2012										13							WOS:000306070300012		
J	Francis, Roy Mathew; Kryger, Per								SINGLE ASSAY DETECTION OF ACUTE BEE PARALYSIS VIRUS, KASHMIR BEE VIRUS AND ISRAELI ACUTE PARALYSIS VIRUS								JOURNAL OF APICULTURAL SCIENCE				56	1			137	146		10.2478/v10289-012-0014-x			2012	2012										16							WOS:000305773900015		
J	Cammaerts, Marie-Claire; De Doncker, Philippe; Patris, Xavier; Bellens, Francois; Rachidi, Zoheir; Cammaerts, David								GSM 900 MHz radiation inhibits ants' association between food sites and encountered cues								ELECTROMAGNETIC BIOLOGY AND MEDICINE				31	2			151	165		10.3109/15368378.2011.624661			2012	2012										16							WOS:000303328700006		
J	Ruzanka, Silvia								Invisible Waves and Hidden Realms: Augmented Reality and Experimental Art								Proceedings of SPIE				8289						82890E	10.1117/12.908447			2012	2012						Conference on Engineering Reality of Virtual Reality	JAN 24-25, 2012	Soc Imaging Sci & Technol (IS&T); SPIE	Burlingame, CA	0							WOS:000302551600012		
J	Abrol, Dharam P.	Abrol, DP							Decline in Pollinators								POLLINATION BIOLOGY: BIODIVERSITY CONSERVATION AND AGRICULTURAL PRODUCTION								545	601		10.1007/978-94-007-1942-2_17			2012	2012										3							WOS:000301752800017		
J	Abrol, Dharam P.	Abrol, DP							The Problem of Diseases in Bees								POLLINATION BIOLOGY: BIODIVERSITY CONSERVATION AND AGRICULTURAL PRODUCTION								603	633		10.1007/978-94-007-1942-2_18			2012	2012										1							WOS:000301752800018		
J	van der Zee, Romee; Pisa, Lennard; Andonov, Sreten; Brodschneider, Robert; Charriere, Jean-Daniel; Chlebo, Robert; Coffey, Mary F.; Crailsheim, Karl; Dahle, Bjorn; Gajda, Anna; Gray, Alison; Drazic, Marica M.; Higes, Mariano; Kauko, Lassi; Kence, Aykut; Kence, Meral; Kezic, Nicola; Kiprijanovska, Hrisula; Kralj, Jasna; Kristiansen, Preben; Martin Hernandez, Raquel; Mutinelli, Franco; Bach Kim Nguyen; Otten, Christoph; Ozkirim, Asli; Pernal, Stephen F.; Peterson, Magnus; Ramsay, Gavin; Santrac, Violeta; Soroker, Victoria; Topolska, Grazyna; Uzunov, Aleksandar; Vejsnaes, Flemming; Wei, Shi; Wilkins, Selwyn								Managed honey bee colony losses in Canada, China, Europe, Israel and Turkey, for the winters of 2008-9 and 2009-10								JOURNAL OF APICULTURAL RESEARCH				51	1			91	114		10.3896/IBRA.1.51.1.12			2012	2012										104							WOS:000299995700012		
J	vanEngelsdorp, Dennis; Caron, Dewey; Hayes, Jerry; Underwood, Robyn; Henson, Mark; Rennich, Karen; Spleen, Angela; Andree, Michael; Snyder, Robert; Lee, Kathleen; Roccasecca, Karen; Wilson, Michael; Wilkes, James; Lengerich, Eugene; Pettis, Jeffery		Bee Informed Partnership						A national survey of managed honey bee 2010-11 winter colony losses in the USA: results from the Bee Informed Partnership								JOURNAL OF APICULTURAL RESEARCH				51	1			115	124		10.3896/IBRA.1.51.1.14			2012	2012										100							WOS:000299995700013		
J	Smart, Matthew D.; Sheppard, Walter S.								Nosema ceranae in age cohorts of the western honey bee (Apis mellifera)								JOURNAL OF INVERTEBRATE PATHOLOGY				109	1			148	151		10.1016/j.jip.2011.09.009			JAN 2012	2012										33							WOS:000299128600019		
J	Zhang, X.; He, S. Y.; Evans, J. D.; Pettis, J. S.; Yin, G. F.; Chen, Y. P.								New evidence that deformed wing virus and black queen cell virus are multi-host pathogens								JOURNAL OF INVERTEBRATE PATHOLOGY				109	1			156	159		10.1016/j.jip.2011.09.010			JAN 2012	2012										26							WOS:000299128600021		
J	Schoening, Caspar; Gisder, Sebastian; Geiselhardt, Sven; Kretschmann, Ivonne; Bienefeld, Kaspar; Hilker, Monika; Genersch, Elke								Evidence for damage-dependent hygienic behaviour towards Varroa destructor-parasitised brood in the western honey bee, Apis mellifera								JOURNAL OF EXPERIMENTAL BIOLOGY				215	2			264	271		10.1242/jeb.062562			JAN 2012	2012										27							WOS:000298404800013		
J	Johnson, Reed M.; Ellis, Marion D.; Mullin, Christopher A.; Frazier, Maryann								Pesticides and Honey Bee Toxicity in the United States								Contemporary Topics in Entomology								145	160					2012	2012										1							WOS:000354062400016		
J	Vidau, Cyril; El Alaoui, Hichann; Biron, David G.; Delbac, Frederic								But where are the bees gone?								BIOFUTUR					327			56	59					DEC 2011	2011										0							WOS:000299403400017		
J	Di Prisco, Gennaro; Zhang, Xuan; Pennacchio, Francesco; Caprio, Emilio; Li, Jilian; Evans, Jay D.; DeGrandi-Hoffman, Gloria; Hamilton, Michele; Chen, Yan Ping								Dynamics of Persistent and Acute Deformed Wing Virus Infections in Honey Bees, Apis mellifera								VIRUSES-BASEL				3	12			2425	2441		10.3390/v3122425			DEC 2011	2011										33							WOS:000299538200004		
J	Evans, Jay D.; Schwarz, Ryan S.								Bees brought to their knees: microbes affecting honey bee health								TRENDS IN MICROBIOLOGY				19	12			614	620		10.1016/j.tim.2011.09.003			DEC 2011	2011										145							WOS:000299014300006		
J	Albert, Stefan; Gaetschenberger, Heike; Azzami, Klara; Gimple, Olaf; Grimmer, Gudrun; Sumner, Seirian; Fujiyuki, Tomoko; Tautz, Juergen; Mueller, Martin J.								Evidence of a novel immune responsive protein in the Hymenoptera								INSECT BIOCHEMISTRY AND MOLECULAR BIOLOGY				41	12			968	981		10.1016/j.ibmb.2011.09.006			DEC 2011	2011										12							WOS:000297889800006		
J	Chandrasekaran, S.; Nagendran, N. Arun; Krishnankutty, N.; Pandiaraja, D.; Saravanan, S.; Kamaladhasan, N.; Kamalakannan, B.								Disposed paper cups and declining bees								CURRENT SCIENCE				101	10			1262	1262					NOV 25 2011	2011										3							WOS:000300370900003		
J	Winfree, Rachael; Gross, Brian J.; Kremen, Claire								Valuing pollination services to agriculture								ECOLOGICAL ECONOMICS				71				80	88		10.1016/j.ecolecon.2011.08.001			NOV 15 2011	2011										59							WOS:000297396700009		
J	Hawthorne, David J.; Dively, Galen P.								Killing Them with Kindness? In-Hive Medications May Inhibit Xenobiotic Efflux Transporters and Endanger Honey Bees								PLOS ONE				6	11					e26796	10.1371/journal.pone.0026796			NOV 2 2011	2011										45							WOS:000297154900037		
J	Hedtke, Kati; Jensen, Per Moestrup; Jensen, Annette Bruun; Genersch, Elke								Evidence for emerging parasites and pathogens influencing outbreaks of stress-related diseases like chalkbrood								JOURNAL OF INVERTEBRATE PATHOLOGY				108	3			167	173		10.1016/j.jip.2011.08.006			NOV 2011	2011										35							WOS:000296222900004		
J	Hendriksma, Harmen P.; Haertel, Stephan; Steffan-Dewenter, Ingolf								Honey bee risk assessment: new approaches for in vitro larvae rearing and data analyses								METHODS IN ECOLOGY AND EVOLUTION				2	5			509	517		10.1111/j.2041-210X.2011.00099.x			OCT 2011	2011										34							WOS:000297323700009		
J	Liu, Sijun; Vijayendran, Diveena; Bonning, Bryony C.								Next Generation Sequencing Technologies for Insect Virus Discovery								VIRUSES-BASEL				3	10			1849	1869		10.3390/v3101849			OCT 2011	2011										57							WOS:000296585100004		
J	Francois, Anne-Line								Flower Fisting								POSTMODERN CULTURE				22	1						10.1353/pmc.2012.0004			SEP 2011	2011										0							WOS:000306978600001		
J	Zioni, Naama; Soroker, Victoria; Chejanovsky, Nor								Replication of Varroa destructor virus 1 (VDV-1) and a Varroa destructor virus 1-deformed wing virus recombinant (VDV-1-DWV) in the head of the honey bee								VIROLOGY				417	1			106	112		10.1016/j.virol.2011.05.009			AUG 15 2011	2011										40							WOS:000293820300013		
J	Saegerman, C.; Porter, S. R.; Humblet, M. -F.								The use of modelling to evaluate and adapt strategies for animal disease control								REVUE SCIENTIFIQUE ET TECHNIQUE-OFFICE INTERNATIONAL DES EPIZOOTIES				30	2			555	569					AUG 2011	2011										17							WOS:000295056100016		
J	Frazier, Jim; Mullin, Chris; Frazier, Maryann; Ashcraft, Sara								Managed Pollinator CAP Coordinated Agricultural Project A National Research and Extension Initiative to Reverse Pollinator Decline								AMERICAN BEE JOURNAL				151	8			779	784					AUG 2011	2011										11							WOS:000293670300025		
J	Luo, Qi Hua; Zhou, Ting; Wang, Qiang; Dai, Ping Li; Wu, Yan Yan; Song, Huai Lei								Identification of Tropilaelaps mites (Acari, Laelapidae) infesting Apis mellifera in China								APIDOLOGIE				42	4			485	498		10.1007/s13592-011-0028-6			AUG 2011	2011										3							WOS:000293395500006		
J	Kitagishi, Yasuko; Okumura, Naoko; Yoshida, Hitomi; Nishimura, Yuri; Takahashi, Jun-ichi; Matsuda, Satoru								Long-term cultivation of in vitro Apis mellifera cells by gene transfer of human c-myc proto-oncogene								IN VITRO CELLULAR & DEVELOPMENTAL BIOLOGY-ANIMAL				47	7			451	453		10.1007/s11626-011-9431-6			AUG 2011	2011										8							WOS:000293136800006		
J	Meeus, Ivan; Brown, Mark J. F.; De Graaf, Dirk C.; Smagghe, Guy								Effects of Invasive Parasites on Bumble Bee Declines								CONSERVATION BIOLOGY				25	4			662	671		10.1111/j.1523-1739.2011.01707.x			AUG 2011	2011										94							WOS:000292907500002		
J	Hamdi, C.; Balloi, A.; Essanaa, J.; Crotti, E.; Gonella, E.; Raddadi, N.; Ricci, I.; Boudabous, A.; Borin, S.; Manino, A.; Bandi, C.; Alma, A.; Daffonchio, D.; Cherif, A.								Gut microbiome dysbiosis and honeybee health								JOURNAL OF APPLIED ENTOMOLOGY				135	7			524	533		10.1111/j.1439-0418.2010.01609.x			AUG 2011	2011										39							WOS:000292465900008		
J	Glover, Rachel H.; Adams, Ian P.; Budge, Giles; Wilkins, Selwyn; Boonham, Neil								Detection of honey bee (Apis mellifera) viruses with an oligonucleotide microarray								JOURNAL OF INVERTEBRATE PATHOLOGY				107	3			216	219		10.1016/j.jip.2011.03.004			JUL 2011	2011										4							WOS:000293986400009		
J	Tokarz, Rafal; Firth, Cadhla; Street, Craig; Cox-Foster, Diana L.; Lipkin, W. Ian								Lack of Evidence for an Association between Iridovirus and Colony Collapse Disorder								PLOS ONE				6	6					e21844	10.1371/journal.pone.0021844			JUN 30 2011	2011										12							WOS:000292291800049		
J	Runckel, Charles; Flenniken, Michelle L.; Engel, Juan C.; Ruby, J. Graham; Ganem, Donald; Andino, Raul; DeRisi, Joseph L.								Temporal Analysis of the Honey Bee Microbiome Reveals Four Novel Viruses and Seasonal Prevalence of Known Viruses, Nosema, and Crithidia								PLOS ONE				6	6					e20656	10.1371/journal.pone.0020656			JUN 7 2011	2011										186							WOS:000291607000017		
J	Tufts, Danielle M.; Spencer, Kyle; Hunter, Wayne B.; Bextine, Blake								DELIVERY SYSTEM USING SODIUM ALGINATE VIRUS LOADED PELLETS TO RED IMPORTED FIRE ANTS (SOLENOPSIS INVICTA, HYMENOPTERA: FORMICIDAE)								FLORIDA ENTOMOLOGIST				94	2			237	241		10.1653/024.094.0217			JUN 2011	2011										5							WOS:000292406900017		
J	Tapparo, Andrea; Giorio, Chiara; Marzaro, Matteo; Marton, Daniele; Solda, Lidia; Girolami, Vincenzo								Rapid analysis of neonicotinoid insecticides in guttation drops of corn seedlings obtained from coated seeds								JOURNAL OF ENVIRONMENTAL MONITORING				13	6			1564	1568		10.1039/c1em10085h			JUN 2011	2011										63							WOS:000291403300004		
J	James, R. R.								Potential of Ozone as a Fumigant to Control Pests in Honey Bee (Hymenoptera: Apidae) Hives								JOURNAL OF ECONOMIC ENTOMOLOGY				104	2			353	359		10.1603/EC10385			APR 2011	2011										7							WOS:000294116400004		
J	Reynaldi, Francisco J.; Sguazza, Guillermo H.; Tizzano, Marco A.; Fuentealba, Nadia; Galosi, Cecilia M.; Pecoraro, Marcelo R.								First report of Israeli acute paralysis virus in asymptomatic hives of Argentina								REVISTA ARGENTINA DE MICROBIOLOGIA				43	2			84	86					APR-MAY 2011	2011										18							WOS:000292416100003		
J	Evans, Jay D.								Genetic Toolkits for Bee Health								AMERICAN BEE JOURNAL				151	4			351	353					APR 2011	2011										0							WOS:000288973700014		
J	Laughton, Alice M.; Siva-Jothy, Michael T.								A standardised protocol for measuring phenoloxidase and prophenoloxidase in the honey bee, Apis mellifera								APIDOLOGIE				42	2			140	149		10.1051/apido/2010046			MAR 2011	2011										18							WOS:000291362700003		
J	Foster, Leonard J.								Interpretation of Data Underlying the Link Between Colony Collapse Disorder (CCD) and an Invertebrate Iridescent Virus								MOLECULAR & CELLULAR PROTEOMICS				10	3					M110.006387	10.1074/mcp.M110.006387			MAR 2011	2011										15							WOS:000287847200026		
J	Valera, F.; Martin-Hernandez, R.; Higes, M.								Evaluation of large-scale dissemination of Nosema ceranae spores by European bee-eaters Merops apiaster								ENVIRONMENTAL MICROBIOLOGY REPORTS				3	1			47	53		10.1111/j.1758-2229.2010.00186.x			FEB 2011	2011										14							WOS:000287144400019		
J	Shaw, Joseph A.; Nugent, Paul W.; Johnson, Jennifer; Bromenshenk, Jerry J.; Henderson, Colin B.; Debnam, Scott								Long-wave infrared imaging for non-invasive beehive population assessment								OPTICS EXPRESS				19	1			399	408		10.1364/OE.19.000399			JAN 3 2011	2011										13							WOS:000285915300053		
J	Stevanovic, Jevrosima; Stanimirovic, Zoran; Genersch, Elke; Kovacevic, Sanja R.; Ljubenkovic, Jovan; Radakovic, Milena; Aleksic, Nevenka								Dominance of Nosema ceranae in honey bees in the Balkan countries in the absence of symptoms of colony collapse disorder								APIDOLOGIE				42	1			49	58		10.1051/apido/2010034			JAN 2011	2011										47							WOS:000291362500006		
J	Yoshiyama, Mikio; Kimura, Kiyoshi; Saitoh, Kana; Iwata, Hiroyoshi								Measuring colony development in honey bees by simple digital image analysis								JOURNAL OF APICULTURAL RESEARCH				50	2			170	172		10.3896/IBRA.1.50.2.10			2011	2011										3							WOS:000289718700010		
J	Seaver, Ben								Honey bee social immunity and Colony Collapse Disorder								JOURNAL OF APICULTURAL RESEARCH				50	1			87	88		10.3896/IBRA.1.50.1.08			2011	2011										0							WOS:000287335500008		
J	Spivak, Marla; Mader, Eric; Vaughan, Mace; Euliss, Ned H., Jr.								The Plight of the Bees								ENVIRONMENTAL SCIENCE & TECHNOLOGY				45	1			34	38		10.1021/es101468w			JAN 1 2011	2011										46							WOS:000285679300008		
J	Pohorecka, Krystyna; Zdanska, Dagmara; Bober, Andrzej; Skubida, Marta								FIRST DETECTION OF ISRAELI ACUTE PARALYSIS VIRUS (IAPV) IN POLAND AND PHYLOGENETIC ANALYSIS OF THE ISOLATES								JOURNAL OF APICULTURAL SCIENCE				55	2			149	159					2011	2011										7							WOS:000298451100014		
J	Di Prisco, Gennaro; Pennacchio, Francesco; Caprio, Emilio; Boncristiani, Humberto F., Jr.; Evans, Jay D.; Chen, Yanping								Varroa destructor is an effective vector of Israeli acute paralysis virus in the honeybee, Apis mellifera								JOURNAL OF GENERAL VIROLOGY				92				151	155		10.1099/vir.0.023853-0			JAN 2011	2011										94							WOS:000286365200016		
J	Ai, Hongxia; Yan, Xun; Han, Richou								Complete Genome Sequence of a Chinese Isolate of the Israel Acute Paralysis Virus								SOCIOBIOLOGY				58	1			49	65					2011	2011										1							WOS:000292344500007		
J	Singh, Rajwinder; Levitt, Abby L.; Rajotte, Edwin G.; Holmes, Edward C.; Ostiguy, Nancy; vanEngelsdorp, Dennis; Lipkin, W. Ian; Depamphilis, Claude W.; Toth, Amy L.; Cox-Foster, Diana L.								RNA Viruses in Hymenopteran Pollinators: Evidence of Inter-Taxa Virus Transmission via Pollen and Potential Impact on Non-Apis Hymenopteran Species								PLOS ONE				5	12					e14357	10.1371/journal.pone.0014357			DEC 22 2010	2010										130							WOS:000285578000004		
J	Mathews, Freya								Planetary Collapse Disorder: The Honeybee as Portent of the Limits of the Ethical								ENVIRONMENTAL ETHICS				32	4			353	367		10.5840/enviroethics201032440			WIN 2010	2010										1							WOS:000285984700002		
J	Hunter, Wayne; Ellis, James; vanEngelsdorp, Dennis; Hayes, Jerry; Westervelt, Dave; Glick, Eitan; Williams, Michael; Sela, Ilan; Maori, Eyal; Pettis, Jeffery; Cox-Foster, Diana; Paldi, Nitzan								Large-Scale Field Application of RNAi Technology Reducing Israeli Acute Paralysis Virus Disease in Honey Bees (Apis mellifera, Hymenoptera: Apidae)								PLOS PATHOGENS				6	12					e1001160	10.1371/journal.ppat.1001160			DEC 2010	2010										94							WOS:000285587500003		
J	Schweiger, Oliver; Biesmeijer, Jacobus C.; Bommarco, Riccardo; Hickler, Thomas; Hulme, Philip E.; Klotz, Stefan; Kuehn, Ingolf; Moora, Mari; Nielsen, Anders; Ohlemueller, Ralf; Petanidou, Theodora; Potts, Simon G.; Pysek, Petr; Stout, Jane C.; Sykes, Martin T.; Tscheulin, Thomas; Vila, Montserrat; Walther, Gian-Reto; Westphal, Catrin; Winter, Marten; Zobel, Martin; Settele, Josef								Multiple stressors on biotic interactions: how climate change and alien species interact to affect pollination								BIOLOGICAL REVIEWS				85	4			777	795		10.1111/j.1469-185X.2010.00125.x			NOV 2010	2010										118							WOS:000282880900005		
J	Genersch, Elke; Aubert, Michel								Emerging and re-emerging viruses of the honey bee (Apis mellifera L.)								VETERINARY RESEARCH				41	6					54	10.1051/vetres/2010027			NOV-DEC 2010	2010										130							WOS:000285549500008		
J	Cornman, Scott R.; Schatz, Michael C.; Johnston, Spencer J.; Chen, Yan-Ping; Pettis, Jeff; Hunt, Greg; Bourgeois, Lanie; Elsik, Chris; Anderson, Denis; Grozinger, Christina M.; Evans, Jay D.								Genomic survey of the ectoparasitic mite Varroa destructor, a major pest of the honey bee Apis mellifera								BMC GENOMICS				11						602	10.1186/1471-2164-11-602			OCT 25 2010	2010										53							WOS:000283990400001		
J	Bromenshenk, Jerry J.; Henderson, Colin B.; Wick, Charles H.; Stanford, Michael F.; Zulich, Alan W.; Jabbour, Rabih E.; Deshpande, Samir V.; McCubbin, Patrick E.; Seccomb, Robert A.; Welch, Phillip M.; Williams, Trevor; Firth, David R.; Skowronski, Evan; Lehmann, Margaret M.; Bilimoria, Shan L.; Gress, Joanna; Wanner, Kevin W.; Cramer, Robert A., Jr.								Iridovirus and Microsporidian Linked to Honey Bee Colony Decline								PLOS ONE				5	10					e13181	10.1371/journal.pone.0013181			OCT 6 2010	2010										110							WOS:000282568400008		
J	Williams, Geoffrey R.; Tarpy, David R.; vanEngelsdorp, Dennis; Chauzat, Marie-Pierre; Cox-Foster, Diana L.; Delaplane, Keith S.; Neumann, Peter; Pettis, Jeffery S.; Rogers, Richard E. L.; Shutler, Dave								Colony Collapse Disorder in context								BIOESSAYS				32	10			845	846		10.1002/bies.201000075			OCT 2010	2010										66							WOS:000283103900003		
